title,company,location,date,type,desc,requirements,impact,forMortals
Manufacturing Engineer I,Nissha Medical Technologies,República Dominicana (Presencial),Mayo 2026,Manufactura / Calidad,"Mejora de manufactura, calidad, mantenimiento industrial, dispositivos médicos, trazabilidad y control estadístico en Nissha Medical Technologies.",Lean Manufacturing | ISO / GMP | Control estadístico | Validación de procesos,"Eleva la calidad del producto y reduce fallas, retrabajos y desperdicios en planta.","Es mejorar cómo se fabrica un producto para que salga bien, seguro y con menos defectos."
Medical Education and Events Specialist,Zimmer Biomet,República Dominicana (Híbrido),Mayo 2026,IA y Automatización,Implementación de soluciones de inteligencia artificial y automatización de procesos operativos en Zimmer Biomet.,Python / TensorFlow / PyTorch | Modelos LLM y IA Generativa | MLOps & Pipelines | Automatización RPA,Incrementa la eficiencia operativa hasta un 70% reduciendo tareas manuales repetitivas.,Es usar computadoras que aprenden solas para hacer trabajos repetitivos sin intervención humana.
Analista de Proyectos (INFOCENTRO),Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Inteligencia de Negocios / BI,Transformación de datos crudos en tableros e informes para decisiones gerenciales en Banco Popular Dominicano.,Power BI / Tableau / Looker | SQL para análisis | Estadística y visualización | Storytelling con datos,"Acelera la toma de decisiones estratégicas con evidencia en tiempo real, mejorando resultados en un 40%.",Es convertir miles de números en gráficas fáciles de entender para que los directivos tomen mejores decisiones.
Ingeniero de Calidad,Cardinal Health,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Manufactura / Calidad,"Mejora de manufactura, calidad, mantenimiento industrial, dispositivos médicos, trazabilidad y control estadístico en Cardinal Health.",Lean Manufacturing | ISO / GMP | Control estadístico | Validación de procesos,"Eleva la calidad del producto y reduce fallas, retrabajos y desperdicios en planta.","Es mejorar cómo se fabrica un producto para que salga bien, seguro y con menos defectos."
Salesforce Consultant,Applaudo,República Dominicana (En remoto),Mayo 2026,Ingeniería de Software,Desarrollo de aplicaciones y sistemas digitales escalables para empresas dominicanas en Applaudo.,"Python, Java, JavaScript / TypeScript | APIs REST & Microservicios | Git & CI/CD | Testing automatizado",Permite a las empresas lanzar productos digitales más rápido y con mayor calidad.,Es programar las aplicaciones y sistemas que usamos todos los días en computadoras y celulares.
Data Engineer,Perform,"Santo Domingo, Distrito Nacional, República Dominicana (En remoto)",Mayo 2026,Ingeniería de Datos,Diseño y mantenimiento de pipelines de datos analíticos y almacenes de datos en Perform.,SQL Avanzado & dbt | Apache Spark / Kafka | Data Lakes & Warehouses | Python para ETL,"Garantiza que los datos del negocio estén disponibles, limpios y listos para análisis en tiempo real.",Es construir las tuberías digitales que limpian y organizan toda la información de la empresa.
Assistant.MFG.Engineering,Eaton,"Bajos de Haina, San Cristóbal, República Dominicana (Presencial)",Mayo 2026,Manufactura / Calidad,"Mejora de manufactura, calidad, mantenimiento industrial, dispositivos médicos, trazabilidad y control estadístico en Eaton.",Lean Manufacturing | ISO / GMP | Control estadístico | Validación de procesos,"Eleva la calidad del producto y reduce fallas, retrabajos y desperdicios en planta.","Es mejorar cómo se fabrica un producto para que salga bien, seguro y con menos defectos."
Video Editor - Dominican Republic,Edit Crew,"Santo Domingo, Distrito Nacional, República Dominicana (En remoto)",Mayo 2026,Ingeniería de Software,Desarrollo de aplicaciones y sistemas digitales escalables para empresas dominicanas en Edit Crew.,"Python, Java, JavaScript / TypeScript | APIs REST & Microservicios | Git & CI/CD | Testing automatizado",Permite a las empresas lanzar productos digitales más rápido y con mayor calidad.,Es programar las aplicaciones y sistemas que usamos todos los días en computadoras y celulares.
Scientist I,STERIS,"Santo Domingo Este, Santo Domingo, República Dominicana (Presencial)",Mayo 2026,Ingeniería de Software,Desarrollo de aplicaciones y sistemas digitales escalables para empresas dominicanas en STERIS.,"Python, Java, JavaScript / TypeScript | APIs REST & Microservicios | Git & CI/CD | Testing automatizado",Permite a las empresas lanzar productos digitales más rápido y con mayor calidad.,Es programar las aplicaciones y sistemas que usamos todos los días en computadoras y celulares.
Agentic Software Engineer (Claude Code) - Remote - Latin America,FullStack,"Bonao, Monseñor Nouel, República Dominicana (En remoto)",Mayo 2026,IA y Automatización,Implementación de soluciones de inteligencia artificial y automatización de procesos operativos en FullStack.,Python / TensorFlow / PyTorch | Modelos LLM y IA Generativa | MLOps & Pipelines | Automatización RPA,Incrementa la eficiencia operativa hasta un 70% reduciendo tareas manuales repetitivas.,Es usar computadoras que aprenden solas para hacer trabajos repetitivos sin intervención humana.
Gerente Senior Regional de Seguridad y TI,Multicómputos,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ciberseguridad,"Protección de activos digitales, auditoría de vulnerabilidades y respuesta a incidentes en Multicómputos.",CompTIA Security+ / CEH / CISSP | SIEM & SOC Operations | Seguridad en cloud y redes | Ethical Hacking,Previene pérdidas millonarias por ataques cibernéticos y protege la reputación corporativa.,Es ser el guardián digital que protege a la empresa de hackers y robos de información.
Data Analysis Teaching Experts,TripleTen Indonesia,"Santo Domingo, República Dominicana (En remoto)",Mayo 2026,Ingeniería de Software,Desarrollo de aplicaciones y sistemas digitales escalables para empresas dominicanas en TripleTen Indonesia.,"Python, Java, JavaScript / TypeScript | APIs REST & Microservicios | Git & CI/CD | Testing automatizado",Permite a las empresas lanzar productos digitales más rápido y con mayor calidad.,Es programar las aplicaciones y sistemas que usamos todos los días en computadoras y celulares.
Corporativo - Especialista Comunicación Interna,Centro Cuesta Nacional,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,IA y Automatización,Implementación de soluciones de inteligencia artificial y automatización de procesos operativos en Centro Cuesta Nacional.,Python / TensorFlow / PyTorch | Modelos LLM y IA Generativa | MLOps & Pipelines | Automatización RPA,Incrementa la eficiencia operativa hasta un 70% reduciendo tareas manuales repetitivas.,Es usar computadoras que aprenden solas para hacer trabajos repetitivos sin intervención humana.
"Supervisor, Production-2",Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería de Software,Desarrollo de aplicaciones y sistemas digitales escalables para empresas dominicanas en Integer Holdings Corporation.,"Python, Java, JavaScript / TypeScript | APIs REST & Microservicios | Git & CI/CD | Testing automatizado",Permite a las empresas lanzar productos digitales más rápido y con mayor calidad.,Es programar las aplicaciones y sistemas que usamos todos los días en computadoras y celulares.
Lead Generation Specialist,Remote Leverage,América Latina (En remoto),Mayo 2026,IA y Automatización,Implementación de soluciones de inteligencia artificial y automatización de procesos operativos en Remote Leverage.,Python / TensorFlow / PyTorch | Modelos LLM y IA Generativa | MLOps & Pipelines | Automatización RPA,Incrementa la eficiencia operativa hasta un 70% reduciendo tareas manuales repetitivas.,Es usar computadoras que aprenden solas para hacer trabajos repetitivos sin intervención humana.
Customer Support Specialist - Fully Remote,Mercor,"Santo Domingo, Distrito Nacional, República Dominicana (En remoto)",Mayo 2026,IA y Automatización,Implementación de soluciones de inteligencia artificial y automatización de procesos operativos en Mercor.,Python / TensorFlow / PyTorch | Modelos LLM y IA Generativa | MLOps & Pipelines | Automatización RPA,Incrementa la eficiencia operativa hasta un 70% reduciendo tareas manuales repetitivas.,Es usar computadoras que aprenden solas para hacer trabajos repetitivos sin intervención humana.
Senior Drupal Engineer (AI-Augmented) - Remote - Latin America,FullStack,"Concepción de la Vega, La Vega, República Dominicana (En remoto)",Mayo 2026,Ingeniería de Software,Desarrollo de aplicaciones y sistemas digitales escalables para empresas dominicanas en FullStack.,"Python, Java, JavaScript / TypeScript | APIs REST & Microservicios | Git & CI/CD | Testing automatizado",Permite a las empresas lanzar productos digitales más rápido y con mayor calidad.,Es programar las aplicaciones y sistemas que usamos todos los días en computadoras y celulares.
Coordinador de Mantenimiento (Proyectos),Eaton,"Bajos de Haina, San Cristóbal, República Dominicana (Presencial)",Mayo 2026,Manufactura / Calidad,"Mejora de manufactura, calidad, mantenimiento industrial, dispositivos médicos, trazabilidad y control estadístico en Eaton.",Lean Manufacturing | ISO / GMP | Control estadístico | Validación de procesos,"Eleva la calidad del producto y reduce fallas, retrabajos y desperdicios en planta.","Es mejorar cómo se fabrica un producto para que salga bien, seguro y con menos defectos."
LIDER DE PROYECTOS ARQUITECTURA DE DATOS,Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Arquitectura / BIM,"Diseño arquitectónico, coordinación BIM, documentación digital, modelos 3D y gemelos digitales de construcción en Banco Popular Dominicano.",Revit / BIM | Navisworks | Coordinación multidisciplinaria | Visualización 3D,"Reduce errores de diseño y mejora la coordinación entre arquitectura, ingeniería y construcción.",Es construir el edificio primero en un modelo digital para encontrar errores antes de gastar en obra.
Gerente Residente,Hyatt,"La Altagracia, República Dominicana (Presencial)",Mayo 2026,Gestión de TI / Liderazgo Tech,Dirección estratégica del área tecnológica y alineación con los objetivos del negocio en Hyatt.,PMP / ITIL / COBIT | Gestión de equipos técnicos | Presupuesto y planificación TI | Transformación digital,Guía la transformación digital de la empresa para mantenerse competitiva en la economía digital.,"Es ser el director del equipo de tecnología, decidiendo qué sistemas y proyectos construir."
Marketing Assistant,TalentPop App,América Latina (En remoto),Mayo 2026,Ingeniería de Software,Desarrollo de aplicaciones y sistemas digitales escalables para empresas dominicanas en TalentPop App.,"Python, Java, JavaScript / TypeScript | APIs REST & Microservicios | Git & CI/CD | Testing automatizado",Permite a las empresas lanzar productos digitales más rápido y con mayor calidad.,Es programar las aplicaciones y sistemas que usamos todos los días en computadoras y celulares.
Network Engineer,Quagnito Solutions Pvt Ltd,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Cloud & Infraestructura,"Gestión de infraestructura en la nube, redes y sistemas de alta disponibilidad en Quagnito Solutions Pvt Ltd.","AWS / Azure / GCP Certified | Kubernetes & Docker | Terraform & Ansible | Redes: switches, firewalls",Asegura 99.9% de disponibilidad de los sistemas digitales de la organización.,Es mantener encendidos y seguros todos los servidores y redes que hacen funcionar la empresa.
